0.000000e+00	-6.500000e-02	-6.500000e-02	
5.000000e-06	-6.499895e-02	-6.499895e-02	
1.000000e-05	-6.499789e-02	-6.499789e-02	
1.500000e-05	-6.499684e-02	-6.499684e-02	
2.000000e-05	-6.499578e-02	-6.499578e-02	
2.500000e-05	-6.499473e-02	-6.499473e-02	
3.000000e-05	-6.499367e-02	-6.499368e-02	
3.500000e-05	-6.499262e-02	-6.499262e-02	
4.000000e-05	-6.499157e-02	-6.499157e-02	
4.500000e-05	-6.499051e-02	-6.499052e-02	
5.000000e-05	-6.498946e-02	-6.498946e-02	
5.500000e-05	-6.498841e-02	-6.498841e-02	
6.000000e-05	-6.498736e-02	-6.498736e-02	
6.500000e-05	-6.498630e-02	-6.498631e-02	
7.000000e-05	-6.498525e-02	-6.498525e-02	
7.500000e-05	-6.498420e-02	-6.498420e-02	
8.000000e-05	-6.498315e-02	-6.498315e-02	
8.500000e-05	-6.498210e-02	-6.498210e-02	
9.000000e-05	-6.498104e-02	-6.498105e-02	
9.500000e-05	-6.497999e-02	-6.498000e-02	
1.000000e-04	-6.497894e-02	-6.497894e-02	
1.050000e-04	-6.497789e-02	-6.497789e-02	
1.100000e-04	-6.497684e-02	-6.497684e-02	
1.150000e-04	-6.497579e-02	-6.497579e-02	
1.200000e-04	-6.497474e-02	-6.497474e-02	
1.250000e-04	-6.497369e-02	-6.497369e-02	
1.300000e-04	-6.497264e-02	-6.497264e-02	
1.350000e-04	-6.497159e-02	-6.497159e-02	
1.400000e-04	-6.497054e-02	-6.497054e-02	
1.450000e-04	-6.496949e-02	-6.496949e-02	
1.500000e-04	-6.496844e-02	-6.496844e-02	
1.550000e-04	-6.496739e-02	-6.496739e-02	
1.600000e-04	-6.496634e-02	-6.496634e-02	
1.650000e-04	-6.496529e-02	-6.496529e-02	
1.700000e-04	-6.496424e-02	-6.496424e-02	
1.750000e-04	-6.496319e-02	-6.496319e-02	
1.800000e-04	-6.496214e-02	-6.496215e-02	
1.850000e-04	-6.496109e-02	-6.496110e-02	
1.900000e-04	-6.496004e-02	-6.496005e-02	
1.950000e-04	-6.495900e-02	-6.495900e-02	
2.000000e-04	-6.495795e-02	-6.495795e-02	
2.050000e-04	-6.495690e-02	-6.495690e-02	
2.100000e-04	-6.495585e-02	-6.495585e-02	
2.150000e-04	-6.495480e-02	-6.495481e-02	
2.200000e-04	-6.495375e-02	-6.495376e-02	
2.250000e-04	-6.495271e-02	-6.495271e-02	
2.300000e-04	-6.495166e-02	-6.495166e-02	
2.350000e-04	-6.495061e-02	-6.495061e-02	
2.400000e-04	-6.494956e-02	-6.494957e-02	
2.450000e-04	-6.494851e-02	-6.494852e-02	
2.500000e-04	-6.494747e-02	-6.494747e-02	
2.550000e-04	-6.494642e-02	-6.494642e-02	
2.600000e-04	-6.494537e-02	-6.494538e-02	
2.650000e-04	-6.494433e-02	-6.494433e-02	
2.700000e-04	-6.494328e-02	-6.494328e-02	
2.750000e-04	-6.494223e-02	-6.494224e-02	
2.800000e-04	-6.494118e-02	-6.494119e-02	
2.850000e-04	-6.494014e-02	-6.494014e-02	
2.900000e-04	-6.493909e-02	-6.493910e-02	
2.950000e-04	-6.493805e-02	-6.493805e-02	
3.000000e-04	-6.493700e-02	-6.493700e-02	
3.050000e-04	-6.493595e-02	-6.493596e-02	
3.100000e-04	-6.493491e-02	-6.493491e-02	
3.150000e-04	-6.493386e-02	-6.493386e-02	
3.200000e-04	-6.493281e-02	-6.493282e-02	
3.250000e-04	-6.493177e-02	-6.493177e-02	
3.300000e-04	-6.493072e-02	-6.493073e-02	
3.350000e-04	-6.492968e-02	-6.492968e-02	
3.400000e-04	-6.492863e-02	-6.492864e-02	
3.450000e-04	-6.492759e-02	-6.492759e-02	
3.500000e-04	-6.492654e-02	-6.492655e-02	
3.550000e-04	-6.492550e-02	-6.492550e-02	
3.600000e-04	-6.492445e-02	-6.492446e-02	
3.650000e-04	-6.492341e-02	-6.492341e-02	
3.700000e-04	-6.492236e-02	-6.492237e-02	
3.750000e-04	-6.492132e-02	-6.492132e-02	
3.800000e-04	-6.492027e-02	-6.492028e-02	
3.850000e-04	-6.491923e-02	-6.491923e-02	
3.900000e-04	-6.491818e-02	-6.491819e-02	
3.950000e-04	-6.491714e-02	-6.491714e-02	
4.000000e-04	-6.491610e-02	-6.491610e-02	
4.050000e-04	-6.491505e-02	-6.491506e-02	
4.100000e-04	-6.491401e-02	-6.491401e-02	
4.150000e-04	-6.491296e-02	-6.491297e-02	
4.200000e-04	-6.491192e-02	-6.491192e-02	
4.250000e-04	-6.491088e-02	-6.491088e-02	
4.300000e-04	-6.490983e-02	-6.490984e-02	
4.350000e-04	-6.490879e-02	-6.490879e-02	
4.400000e-04	-6.490775e-02	-6.490775e-02	
4.450000e-04	-6.490670e-02	-6.490671e-02	
4.500000e-04	-6.490566e-02	-6.490566e-02	
4.550000e-04	-6.490462e-02	-6.490462e-02	
4.600000e-04	-6.490357e-02	-6.490358e-02	
4.650000e-04	-6.490253e-02	-6.490254e-02	
4.700000e-04	-6.490149e-02	-6.490149e-02	
4.750000e-04	-6.490045e-02	-6.490045e-02	
4.800000e-04	-6.489940e-02	-6.489941e-02	
4.850000e-04	-6.489836e-02	-6.489837e-02	
4.900000e-04	-6.489732e-02	-6.489732e-02	
4.950000e-04	-6.489628e-02	-6.489628e-02	
5.000000e-04	-6.489524e-02	-6.489524e-02	
5.050000e-04	-6.489419e-02	-6.489420e-02	
5.100000e-04	-6.489315e-02	-6.489316e-02	
5.150000e-04	-6.489211e-02	-6.489212e-02	
5.200000e-04	-6.489107e-02	-6.489107e-02	
5.250000e-04	-6.489003e-02	-6.489003e-02	
5.300000e-04	-6.488899e-02	-6.488899e-02	
5.350000e-04	-6.488795e-02	-6.488795e-02	
5.400000e-04	-6.488690e-02	-6.488691e-02	
5.450000e-04	-6.488586e-02	-6.488587e-02	
5.500000e-04	-6.488482e-02	-6.488483e-02	
5.550000e-04	-6.488378e-02	-6.488379e-02	
5.600000e-04	-6.488274e-02	-6.488275e-02	
5.650000e-04	-6.488170e-02	-6.488171e-02	
5.700000e-04	-6.488066e-02	-6.488067e-02	
5.750000e-04	-6.487962e-02	-6.487963e-02	
5.800000e-04	-6.487858e-02	-6.487859e-02	
5.850000e-04	-6.487754e-02	-6.487755e-02	
5.900000e-04	-6.487650e-02	-6.487651e-02	
5.950000e-04	-6.487546e-02	-6.487547e-02	
6.000000e-04	-6.487442e-02	-6.487443e-02	
6.050000e-04	-6.487338e-02	-6.487339e-02	
6.100000e-04	-6.487234e-02	-6.487235e-02	
6.150000e-04	-6.487130e-02	-6.487131e-02	
6.200000e-04	-6.487026e-02	-6.487027e-02	
6.250000e-04	-6.486922e-02	-6.486923e-02	
6.300000e-04	-6.486819e-02	-6.486819e-02	
6.350000e-04	-6.486715e-02	-6.486715e-02	
6.400000e-04	-6.486611e-02	-6.486611e-02	
6.450000e-04	-6.486507e-02	-6.486507e-02	
6.500000e-04	-6.486403e-02	-6.486404e-02	
6.550000e-04	-6.486299e-02	-6.486300e-02	
6.600000e-04	-6.486195e-02	-6.486196e-02	
6.650000e-04	-6.486092e-02	-6.486092e-02	
6.700000e-04	-6.485988e-02	-6.485988e-02	
6.750000e-04	-6.485884e-02	-6.485884e-02	
6.800000e-04	-6.485780e-02	-6.485781e-02	
6.850000e-04	-6.485676e-02	-6.485677e-02	
6.900000e-04	-6.485573e-02	-6.485573e-02	
6.950000e-04	-6.485469e-02	-6.485469e-02	
7.000000e-04	-6.485365e-02	-6.485366e-02	
7.050000e-04	-6.485261e-02	-6.485262e-02	
7.100000e-04	-6.485158e-02	-6.485158e-02	
7.150000e-04	-6.485054e-02	-6.485054e-02	
7.200000e-04	-6.484950e-02	-6.484951e-02	
7.250000e-04	-6.484846e-02	-6.484847e-02	
7.300000e-04	-6.484743e-02	-6.484743e-02	
7.350000e-04	-6.484639e-02	-6.484640e-02	
7.400000e-04	-6.484535e-02	-6.484536e-02	
7.450000e-04	-6.484432e-02	-6.484432e-02	
7.500000e-04	-6.484328e-02	-6.484329e-02	
7.550000e-04	-6.484224e-02	-6.484225e-02	
7.600000e-04	-6.484121e-02	-6.484121e-02	
7.650000e-04	-6.484017e-02	-6.484018e-02	
7.700000e-04	-6.483914e-02	-6.483914e-02	
7.750000e-04	-6.483810e-02	-6.483811e-02	
7.800000e-04	-6.483706e-02	-6.483707e-02	
7.850000e-04	-6.483603e-02	-6.483604e-02	
7.900000e-04	-6.483499e-02	-6.483500e-02	
7.950000e-04	-6.483396e-02	-6.483396e-02	
8.000000e-04	-6.483292e-02	-6.483293e-02	
8.050000e-04	-6.483189e-02	-6.483189e-02	
8.100000e-04	-6.483085e-02	-6.483086e-02	
8.150000e-04	-6.482982e-02	-6.482982e-02	
8.200000e-04	-6.482878e-02	-6.482879e-02	
8.250000e-04	-6.482775e-02	-6.482775e-02	
8.300000e-04	-6.482671e-02	-6.482672e-02	
8.350000e-04	-6.482568e-02	-6.482568e-02	
8.400000e-04	-6.482464e-02	-6.482465e-02	
8.450000e-04	-6.482361e-02	-6.482362e-02	
8.500000e-04	-6.482258e-02	-6.482258e-02	
8.550000e-04	-6.482154e-02	-6.482155e-02	
8.600000e-04	-6.482051e-02	-6.482051e-02	
8.650000e-04	-6.481947e-02	-6.481948e-02	
8.700000e-04	-6.481844e-02	-6.481845e-02	
8.750000e-04	-6.481741e-02	-6.481741e-02	
8.800000e-04	-6.481637e-02	-6.481638e-02	
8.850000e-04	-6.481534e-02	-6.481535e-02	
8.900000e-04	-6.481431e-02	-6.481431e-02	
8.950000e-04	-6.481327e-02	-6.481328e-02	
9.000000e-04	-6.481224e-02	-6.481225e-02	
9.050000e-04	-6.481121e-02	-6.481121e-02	
9.100000e-04	-6.481017e-02	-6.481018e-02	
9.150000e-04	-6.480914e-02	-6.480915e-02	
9.200000e-04	-6.480811e-02	-6.480811e-02	
9.250000e-04	-6.480708e-02	-6.480708e-02	
9.300000e-04	-6.480604e-02	-6.480605e-02	
9.350000e-04	-6.480501e-02	-6.480502e-02	
9.400000e-04	-6.480398e-02	-6.480398e-02	
9.450000e-04	-6.480295e-02	-6.480295e-02	
9.500000e-04	-6.480191e-02	-6.480192e-02	
9.550000e-04	-6.480088e-02	-6.480089e-02	
9.600000e-04	-6.479985e-02	-6.479986e-02	
9.650000e-04	-6.479882e-02	-6.479883e-02	
9.700000e-04	-6.479779e-02	-6.479779e-02	
9.750000e-04	-6.479676e-02	-6.479676e-02	
9.800000e-04	-6.479572e-02	-6.479573e-02	
9.850000e-04	-6.479469e-02	-6.479470e-02	
9.900000e-04	-6.479366e-02	-6.479367e-02	
9.950000e-04	-6.479263e-02	-6.479264e-02	
1.000000e-03	-6.479160e-02	-6.479161e-02	
1.005000e-03	-6.479057e-02	-6.479058e-02	
1.010000e-03	-6.478954e-02	-6.478954e-02	
1.015000e-03	-6.478851e-02	-6.478851e-02	
1.020000e-03	-6.478748e-02	-6.478748e-02	
1.025000e-03	-6.478645e-02	-6.478645e-02	
1.030000e-03	-6.478542e-02	-6.478542e-02	
1.035000e-03	-6.478439e-02	-6.478439e-02	
1.040000e-03	-6.478336e-02	-6.478336e-02	
1.045000e-03	-6.478233e-02	-6.478233e-02	
1.050000e-03	-6.478130e-02	-6.478130e-02	
1.055000e-03	-6.478027e-02	-6.478027e-02	
1.060000e-03	-6.477924e-02	-6.477924e-02	
1.065000e-03	-6.477821e-02	-6.477821e-02	
1.070000e-03	-6.477718e-02	-6.477718e-02	
1.075000e-03	-6.477615e-02	-6.477615e-02	
1.080000e-03	-6.477512e-02	-6.477513e-02	
1.085000e-03	-6.477409e-02	-6.477410e-02	
